# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.200000,0.808700,1.854729,-3.976790,-3.211595,3.205394,1.817324,0.757211,0.269547,-0.589131,2.579113,2.983178,-5.335922,-0.150022,0.793340,0.483090,0.202341,0.699997,-0.000018,0.000020,0.000057,-0.000028,-0.000020,-0.000010,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,1.000644,-0.002693,-4.969082,0.215898,3.143514,1.330221,0.472922,0.151674,0.003379,3.134638,-0.177959,-5.049978,1.494734,0.805300,0.322374,0.111953,0.699994,-0.000004,0.000045,0.000024,-0.000055,-0.000028,-0.000012,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.808557,-1.852208,-3.966313,3.346959,1.658630,0.432939,0.091353,0.014493,0.585459,2.512400,-2.776296,-3.474222,0.592970,0.734956,0.395337,0.161236,0.699996,0.000015,0.000044,-0.000033,-0.000051,-0.000020,-0.000007,-0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.309037,-2.980377,-1.523142,4.862466,0.466197,-0.224107,-0.183987,-0.084600,0.950305,1.010661,-4.649148,-2.633580,4.732293,2.659782,1.092905,0.384223,0.700000,0.000027,0.000010,-0.000083,-0.000012,0.000005,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.308403,-2.993403,1.483312,5.111606,-1.634329,-1.341333,-0.636538,-0.242959,0.953900,-0.990046,-4.851952,2.412549,2.555110,0.456020,0.010586,-0.032532,0.700005,0.000021,-0.000042,-0.000090,0.000049,0.000035,0.000015,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.809947,-1.851046,4.033821,3.152158,-3.438950,-1.845151,-0.747996,-0.261739,0.585348,-2.555903,-2.754679,4.638917,-0.247040,-0.229595,-0.097960,-0.033833,0.700007,-0.000005,-0.000081,-0.000034,0.000098,0.000051,0.000020,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.999730,0.014381,4.932444,-0.471399,-2.614835,-1.046356,-0.360387,-0.113218,0.000616,-3.111050,-0.051565,4.331878,1.236459,0.092013,-0.094164,-0.063965,0.700002,-0.000038,-0.000073,0.000069,0.000098,0.000038,0.000012,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.807870,1.838002,3.928926,-3.045811,-1.843253,-0.662141,-0.209302,-0.061006,-0.587001,-2.571757,2.848984,5.339202,-4.175364,-2.763489,-1.208423,-0.439327,0.699993,-0.000055,-0.000004,0.000164,0.000028,-0.000007,-0.000008,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.310654,2.979365,1.600654,-4.822175,-0.972358,0.082302,0.155249,0.081139,-0.952327,-0.949696,4.797384,0.675566,-2.533388,-0.598984,-0.100540,-0.006449,0.699983,-0.000036,0.000100,0.000182,-0.000093,-0.000067,-0.000032,-0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.309149,3.010843,-1.515161,-5.537756,2.422097,1.800691,0.825534,0.309015,-0.949218,0.964269,4.544336,-1.607186,-1.618726,-1.255026,-0.605222,-0.234595,0.699981,0.000022,0.000181,0.000075,-0.000202,-0.000107,-0.000044,-0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.810917,1.833884,-4.090567,-2.730412,3.194906,1.490801,0.560846,0.187067,-0.590482,2.526034,3.075026,-3.514150,-4.163903,-1.079520,-0.177013,-0.001442,0.699993,0.000096,0.000168,-0.000137,-0.000216,-0.000086,-0.000031,-0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.997855,-0.014668,-4.828055,0.522044,1.835827,0.861795,0.337972,0.117472,0.002594,3.192125,-0.123420,-7.305483,5.338391,3.316245,1.385003,0.486182,0.700017,0.000139,0.000026,-0.000350,-0.000076,0.000008,0.000011,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.809212,-1.816903,-3.996386,2.396078,3.291797,1.449570,0.520594,0.166749,0.587336,2.466334,-2.923690,-1.459446,-2.032884,-1.836901,-0.850275,-0.312916,0.700043,0.000106,-0.000201,-0.000406,0.000191,0.000143,0.000065,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.310911,-3.009919,-1.639127,5.701977,-0.039401,-1.013739,-0.605417,-0.253434,0.948081,1.040205,-4.456711,-3.974081,5.445114,4.856951,2.349342,0.901514,0.700054,-0.000016,-0.000386,-0.000184,0.000444,0.000236,0.000095,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.311452,-2.991980,1.675270,5.153901,-3.144043,-1.564724,-0.595287,-0.198153,0.956489,-1.001356,-5.083334,2.751170,4.530378,-0.909570,-1.080433,-0.536414,0.700034,-0.000176,-0.000368,0.000282,0.000464,0.000183,0.000061,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.807177,-1.817762,3.872244,1.906435,-0.122567,-0.242975,-0.162936,-0.075153,0.581775,-2.569168,-2.447642,5.808736,-6.314329,-0.534479,0.494154,0.343423,0.699987,-0.000273,-0.000071,0.000738,0.000095,-0.000056,-0.000045,-0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-1.000874,-0.046305,4.962835,1.680912,-6.380614,-3.742436,-1.560806,-0.551966,0.006268,-3.056408,-0.506430,0.641777,14.028836,3.832227,0.566347,-0.048867,0.699936,-0.000210,0.000389,0.000783,-0.000564,-0.000378,-0.000170,-0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.809688,1.903175,4.099472,-5.201192,0.144899,2.160062,1.288252,0.538543,-0.596429,-2.701321,3.565399,13.485616,-28.492340,-13.563423,-4.750128,-1.441466,0.699915,0.000018,0.000688,0.000150,-0.001016,-0.000494,-0.000192,-0.000066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.305671,2.943453,1.220874,-3.984970,1.619319,-1.278856,-1.022183,-0.475440,-0.936443,-0.686916,3.609844,-15.574368,42.718936,24.884110,9.833517,3.282518,0.699945,0.000274,0.000490,-0.000895,-0.000512,-0.000069,0.000012,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.302085,2.993018,-0.911507,-3.391231,-9.290436,-1.180668,0.501510,0.419363,-0.977043,0.474527,6.766559,30.311609,-88.504606,-58.233463,-24.654004,-8.659143,0.700011,0.000346,-0.000175,-0.001330,0.001207,0.000842,0.000381,0.000142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.821894,1.915879,-5.255549,-11.192121,42.066707,20.932674,7.663516,2.421672,-0.530913,3.469314,-1.596144,-68.215014,140.577217,96.720359,39.933593,13.479877,0.700065,0.000163,-0.000606,0.000042,0.002100,0.000862,0.000289,0.000087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
