# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.400000,-0.272435,-0.000000,0.000000,35.032111,-76.724451,1.722280,39.609314,41.917450,0.129695,0.000000,-0.000000,32.730585,-105.509437,33.583765,63.200285,45.616548,-0.067938,-0.000000,-0.000000,-24.842644,61.447828,-14.772845,-33.229404,-25.030007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.254028,1.029859,-6.290776,3.286594,0.408542,0.270344,4.766993,5.859594,0.200915,-1.810070,-6.440456,39.418302,-56.346824,5.877836,24.692287,21.324983,-0.413193,-0.844024,1.581578,-15.123194,31.565723,-5.207910,-16.976203,-15.108110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.087858,-1.825116,1.308930,15.724758,-16.361022,-9.031878,2.737681,8.009140,-0.277025,0.414451,4.597933,9.381234,-46.116669,6.816330,30.111504,30.011552,-0.805169,-0.899880,0.636066,-8.217100,18.713737,-2.246156,-11.852330,-11.791935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.089084,1.823251,1.465211,-14.223461,11.644086,-1.027459,-1.331173,1.026433,0.286543,0.372954,-6.037636,11.933766,-25.242322,8.069951,25.289615,24.630623,-1.201041,-0.898332,0.216161,-7.605528,21.179475,-2.934457,-16.246821,-17.072179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.248145,-1.034827,-5.372639,1.978925,40.352559,-17.742383,-41.483245,-39.322158,-0.186162,-1.898025,4.222804,38.897718,-113.933567,8.075469,85.399965,95.397469,-1.594915,-0.817420,-0.366209,-14.506103,49.890996,-5.818559,-42.409817,-47.026488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
