# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.400000,-0.272435,-0.000000,0.000000,35.032111,-76.724451,1.722280,39.609314,41.917450,0.129695,0.000000,-0.000000,32.730585,-105.509437,33.583765,63.200285,45.616548,0.764265,-0.000000,-0.000000,21.734598,-57.385512,14.149594,31.275309,23.485380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.254028,1.029859,-6.290776,3.286594,0.408542,0.270344,4.766993,5.859594,0.200915,-1.810070,-6.440456,39.418302,-56.346824,5.877836,24.692287,21.324983,0.997684,0.147992,-2.892819,13.632426,-28.362263,5.293031,15.618894,13.632479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.087858,-1.825116,1.308930,15.724758,-16.361022,-9.031878,2.737681,8.009140,-0.277025,0.414451,4.597933,9.381234,-46.116669,6.816330,30.111504,30.011552,0.880942,-0.855435,-1.444957,8.928539,-17.172897,2.261178,10.860625,10.625677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.089084,1.823251,1.465211,-14.223461,11.644086,-1.027459,-1.331173,1.026433,0.286543,0.372954,-6.037636,11.933766,-25.242322,8.069951,25.289615,24.630623,0.524424,-0.860597,0.685888,8.491996,-21.108174,2.587771,15.529961,16.341984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.248145,-1.034827,-5.372639,1.978925,40.352559,-17.742383,-41.483245,-39.322158,-0.186162,-1.898025,4.222804,38.897718,-113.933567,8.075469,85.399965,95.397469,0.409930,0.114532,1.746294,13.380118,-48.493081,5.408412,40.624006,45.061013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
