2.724349999999999827e-01,1.296950000000000047e-01,6.793799999999999839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,2.724349999999999827e-01,1.296950000000000047e-01,6.793799999999999839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.719807510650157911e-01,1.284635261964797992e-01,6.897157359766960261e-02,-4.542489349842071533e-02,-1.231473803520202609e-01,1.033573597669601440e-01,-4.542489349842071533e+00,-1.231473803520202637e+01,1.033573597669601440e+01,2.724007348839633247e-01,1.297266789126629571e-01,6.796222968748406867e-02,-1.020285668710768819e-02,9.398855179736835888e-03,7.207763942028840194e-03,-2.009905959690912347e+00,1.837914602575001499e+00,1.417127436415644093e+00
2.716567547332391364e-01,1.287071051034749947e-01,7.124950062574068876e-02,-3.239963317766382522e-02,2.435789069951833918e-02,2.277927028071091986e-01,1.302526032075689288e+00,1.475052710515385890e+01,1.244353430401490535e+01,2.721670106392454214e-01,1.299400747413354262e-01,6.812695901917871499e-02,-3.958554929610796913e-02,3.592850090968550264e-02,2.785732294851456237e-02,-3.836051160533191062e+00,3.426907797032051395e+00,2.688695534447807844e+00
2.708658175482716590e-01,1.293840804652352794e-01,7.394760977237101185e-02,-7.909371849674556865e-02,6.769753617602979057e-02,2.698109146630328081e-01,-4.669408531908174176e+00,4.333964547651144805e+00,4.201821185592359953e+00,2.721670106392454214e-01,1.299400747413354262e-01,6.812695901917871499e-02,-3.958554929610796913e-02,3.592850090968550264e-02,2.785732294851456237e-02,-3.836051160533191062e+00,3.426907797032051395e+00,2.688695534447807844e+00
2.701826687591639686e-01,1.302612744108067322e-01,7.625495125400674756e-02,-6.831487891077175911e-02,8.771939455714530820e-02,2.307341481635738767e-01,1.077883958597381397e+00,2.002185838111551153e+00,-3.907676649945892589e+00,2.703890119475829135e-01,1.315233586009985911e-01,6.937227642029587804e-02,-1.485604018762219647e-01,1.305664024927682410e-01,1.037243251999334231e-01,-6.940030274086093520e+00,5.877596398337638028e+00,4.804007699245055107e+00
2.683422627185244602e-01,1.322662021984735981e-01,7.916439145623169193e-02,-1.840406040639481766e-01,2.004927787666859473e-01,2.909440202224949368e-01,-1.157257251531764020e+01,1.127733842095406303e+01,6.020987205892107674e+00,2.685343202300460863e-01,1.331384072126937657e-01,7.066443820245311980e-02,-2.245114928451094061e-01,1.938976515005625123e-01,1.561226899931250078e-01,-8.220189407850625685e+00,6.750300573129999648e+00,5.652852578137499862e+00
2.652798028412678977e-01,1.348824434359928159e-01,8.251641810606047400e-02,-3.062459877256569762e-01,2.616241237519231766e-01,3.352026649828784843e-01,-1.222053836617087796e+01,6.113134498523720595e+00,4.425864476038356976e+00,2.658591019684334866e-01,1.354265951617807662e-01,7.252075734575780253e-02,-3.123672530616846688e-01,2.648161576533403783e-01,2.163302348921510021e-01,-9.321280477453267821e+00,7.396146857172441358e+00,6.366364973463743304e+00
2.613614902136213169e-01,1.382521888869392979e-01,8.637386466842882082e-02,-3.918312627646579061e-01,3.369745450946490251e-01,3.857446562368341270e-01,-8.558527503900092981e+00,7.535042134272585734e+00,5.054199125395565595e+00,2.622532305862068647e-01,1.384525644286833668e-01,7.501261242611133306e-02,-4.103471544275139049e-01,3.410872744270366241e-01,2.830097828402199922e-01,-1.024540088857034625e+01,7.822018642338890437e+00,6.947825880238908347e+00
2.562899684844499593e-01,1.425988886582303383e-01,9.093411352257750602e-02,-5.071521729171332149e-01,4.346699771291046011e-01,4.560248854148680753e-01,-1.153209101524753066e+01,9.769543203445556045e+00,7.028022917803395941e+00,2.576242731397982988e-01,1.422589644854917457e-01,7.819817949508567345e-02,-5.166936850225889444e-01,4.205481349898403942e-01,3.548585309333913140e-01,-1.099505999225897135e+01,8.035392306996428147e+00,7.400831236564990867e+00
2.500764783857946649e-01,1.479846111136186859e-01,9.494831981519512298e-02,-6.213490098655279903e-01,5.385722455388336494e-01,4.014206292617613636e-01,-1.141968369483947754e+01,1.039022684097290039e+01,-5.460425615310668945e+00,2.576242731397982988e-01,1.422589644854917457e-01,7.819817949508567345e-02,-5.166936850225889444e-01,4.205481349898403942e-01,3.548585309333913140e-01,-1.099505999225897135e+01,8.035392306996428147e+00,7.400831236564990867e+00
2.444420758328828269e-01,1.526677278201117871e-01,9.924469699335489170e-02,-5.634402552911843554e-01,4.683116706493095083e-01,4.296377178159775378e-01,5.790875457434362161e+00,-7.026057488952412555e+00,2.821708855421618534e+00,2.518972392074522171e-01,1.468672001253888970e-01,8.212279177886100401e-02,-6.296765741905829827e-01,5.011136970208286412e-01,4.306112629278511794e-01,-1.157320021124649934e+01,8.044360206745476916e+00,7.729304538912153966e+00
2.378416409573682333e-01,1.579168050466861206e-01,1.045204068307878653e-01,-6.600434875514584743e-01,5.249077226574331290e-01,5.275709837432969174e-01,-9.660323226027410115e+00,5.659605200812361403e+00,9.793326592731938618e+00,2.450142864708999835e-01,1.522782408898000206e-01,8.681933213299999896e-02,-7.475972288870000870e-01,5.807830174359999154e-01,5.090436878999999859e-01,-1.198321816622000036e+01,7.857653665159998191e+00,7.937509457399999135e+00
2.301573303650438773e-01,1.638324804331744433e-01,1.103180820159136710e-01,-7.684310592324350431e-01,5.915675386488326026e-01,5.797675185125799047e-01,-1.083875716809765422e+01,6.665981599139949587e+00,5.219653476928300506e+00,2.369343808772391424e-01,1.584734943923394590e-01,9.230865951458716578e-02,-8.687933812902194353e-01,6.576457570217110193e-01,5.889759050593531553e-01,-1.222898580211572117e+01,7.484665964527680515e+00,8.030062451078842756e+00
2.212600047396232616e-01,1.704600454334652126e-01,1.170290029758373623e-01,-8.897325625420622330e-01,6.627565000290772668e-01,6.710920959923692974e-01,-1.213015033096272077e+01,7.118896138024468634e+00,9.132457747978943274e+00,2.276329092683870847e-01,1.654157458386290303e-01,9.860007073326121363e-02,-9.916439476754350668e-01,7.298889149755145578e-01,6.692759947142552512e-01,-1.231487151440854966e+01,6.935475336590130269e+00,8.011945383211006799e+00
2.109903121623367961e-01,1.775991000858486435e-01,1.241789108259117036e-01,-1.026969257728647777e+00,7.139054652383440835e-01,7.149907850074337379e-01,-1.372366951865854823e+01,5.114896520926686563e+00,4.389868901506445376e+00,2.171012423654813117e-01,1.730501660410616593e-01,1.056917987426685968e-01,-1.114574098551488923e+00,7.958037933544003240e-01,7.488637353904059601e-01,-1.224576127540147397e+01,6.220867953283065965e+00,7.888518136552091775e+00
1.993386894731410119e-01,1.853259584589424525e-01,1.323140143269056490e-01,-1.165162268919579525e+00,7.726858373093797860e-01,8.135103500993935421e-01,-1.381930111909317205e+01,5.878037207103571582e+00,9.851956509195982647e+00,2.053462459955965880e-01,1.813053902275844065e-01,1.135715487338665175e-01,-1.236060540060599511e+00,8.537931914304361936e-01,8.267144471021991015e-01,-1.202707976051505057e+01,5.352360917476517876e+00,7.665531228632255001e+00
1.868324729102536497e-01,1.939623162017726499e-01,1.413075167689414879e-01,-1.250621656288735783e+00,8.636357742830205186e-01,8.993502442035827826e-01,-8.545938736915616118e+00,9.094993697364076368e+00,8.583989410418919164e+00,1.782678918483691088e-01,1.993171003458858170e-01,1.315967878792036472e-01,-1.468899964952379511e+00,9.402090053232884381e-01,9.734077138314853883e-01,-1.116552187811102570e+01,3.203508898957720952e+00,6.945909364690942667e+00
1.705628517288865775e-01,2.041079011054894587e-01,1.526787988465350132e-01,-1.626962118136708435e+00,1.014558490371681998e+00,1.137128207759353415e+00,-3.763404618479726338e+01,1.509227160886613817e+01,2.377779635557705262e+01,1.630305754351799030e-01,2.088589251881292630e-01,1.416704279009898815e-01,-1.577514529064449000e+00,9.660664736640396377e-01,1.040514971902670727e+00,-1.053637851362755384e+01,1.950059693318767051e+00,6.462842155134105759e+00
1.528319627587287066e-01,2.145528798369265022e-01,1.646481098611619343e-01,-1.773088897015787646e+00,1.044497873143702904e+00,1.196931101462692437e+00,-1.461267788790792466e+01,2.993938277202100373e+00,5.980289370333894183e+00,1.467406386309109967e-01,2.185949217962787072e-01,1.523897486247617616e-01,-1.679220586908094059e+00,9.788765648129069685e-01,1.102423176729250276e+00,-9.785172131911929583e+00,5.965483708073059388e-01,5.907376007808192497e+00
1.342567352030292482e-01,2.249122899318287128e-01,1.768494081639418181e-01,-1.857522755569946726e+00,1.035941009490220166e+00,1.220129830277988603e+00,-8.443385855415904473e+00,-8.556863653482746912e-01,2.319872881529616571e+00,1.294731317901585688e-01,2.283898683336589297e-01,1.636992692048689357e-01,-1.772839137989653313e+00,9.777155262110502898e-01,1.158447420187626697e+00,-8.920337818314507672e+00,-8.415084499322498246e-01,5.287403843335355624e+00
1.148515584875100248e-01,2.349740829072328174e-01,1.894007570519439243e-01,-1.940517671551922785e+00,1.006179297540411577e+00,1.255134888800211401e+00,-8.299491598197612063e+00,-2.976171194980864243e+00,3.500505852222273173e+00,1.113144625151999412e-01,2.381000956543999902e-01,1.755370620800000281e-01,-1.857278842368000005e+00,9.618190967040001205e-01,1.207984044479999852e+00,-7.950976119039996348e+00,-2.347725274880002821e+00,4.611284908799996529e+00
9.466807179656661075e-02,2.447913287460619647e-01,2.023581750169150262e-01,-2.018348669094341741e+00,9.817245838829143922e-01,1.295741796497111409e+00,-7.783099754241908919e+00,-2.445471365749722903e+00,4.060690769690000756e+00,9.236148542532077177e-02,2.475751260444287172e-01,1.878355890030187214e-01,-1.931542780894532019e+00,9.305913102491130129e-01,1.250515368475397571e+00,-6.886874167436928929e+00,-3.904824743900439987e+00,3.887857393030043962e+00
